Date,Value
31/12/2022 16:15,766
31/12/2022 16:00,872
31/12/2022 15:45,734
31/12/2022 15:30,659
31/12/2022 15:15,686
31/12/2022 15:00,847
31/12/2022 14:45,760
31/12/2022 14:30,841
31/12/2022 14:15,797
31/12/2022 14:00,607
31/12/2022 13:45,973
31/12/2022 13:30,1004
31/12/2022 13:15,822
31/12/2022 13:00,795
31/12/2022 12:45,664
31/12/2022 12:30,767
31/12/2022 12:15,770
31/12/2022 12:00,930
31/12/2022 11:45,928
31/12/2022 11:30,749
31/12/2022 11:15,672
31/12/2022 11:00,880
31/12/2022 10:45,737
31/12/2022 10:30,912
31/12/2022 10:15,853
31/12/2022 10:00,684
30/12/2022 21:15,778
30/12/2022 21:00,750
30/12/2022 20:45,805
30/12/2022 20:30,874
30/12/2022 20:15,935
30/12/2022 20:00,816
30/12/2022 19:45,914
30/12/2022 19:30,813
30/12/2022 19:15,754
30/12/2022 19:00,787
30/12/2022 18:45,737
30/12/2022 18:30,832
30/12/2022 18:15,837
30/12/2022 18:00,808
30/12/2022 17:45,791
30/12/2022 17:30,819
30/12/2022 17:15,693
30/12/2022 17:00,985
30/12/2022 16:45,917
30/12/2022 16:30,906
30/12/2022 16:15,889
30/12/2022 16:00,912
30/12/2022 15:45,788
30/12/2022 15:30,740
30/12/2022 15:15,855
30/12/2022 15:00,751
30/12/2022 14:45,849
30/12/2022 14:30,764
30/12/2022 14:15,960
30/12/2022 14:00,769
30/12/2022 13:45,798
30/12/2022 13:30,907
30/12/2022 13:15,1155
30/12/2022 13:00,745
30/12/2022 12:45,1030
30/12/2022 12:30,889
30/12/2022 12:15,614
30/12/2022 12:00,985
30/12/2022 11:45,774
30/12/2022 11:30,858
30/12/2022 11:15,974
30/12/2022 11:00,880
30/12/2022 10:45,700
30/12/2022 10:30,871
30/12/2022 10:15,691
30/12/2022 10:00,624
29/12/2022 20:45,749
29/12/2022 20:30,836
29/12/2022 20:15,883
29/12/2022 20:00,872
29/12/2022 19:45,777
29/12/2022 19:30,690
29/12/2022 19:15,765
29/12/2022 19:00,801
29/12/2022 18:45,755
29/12/2022 18:30,783
29/12/2022 18:15,824
29/12/2022 18:00,798
29/12/2022 17:45,749
29/12/2022 17:30,824
29/12/2022 17:15,850
29/12/2022 17:00,809
29/12/2022 16:45,820
29/12/2022 16:30,870
29/12/2022 16:15,1088
29/12/2022 16:00,844
29/12/2022 15:45,766
29/12/2022 15:30,881
29/12/2022 15:15,1049
29/12/2022 15:00,965
29/12/2022 14:45,623
29/12/2022 14:30,935
29/12/2022 14:15,569
29/12/2022 14:00,743
29/12/2022 13:45,781
29/12/2022 13:30,817
29/12/2022 13:15,774
29/12/2022 13:00,682
29/12/2022 12:45,842
29/12/2022 12:30,627
29/12/2022 12:15,922
29/12/2022 12:00,872
29/12/2022 11:45,817
29/12/2022 11:30,876
29/12/2022 11:15,780
29/12/2022 11:00,750
29/12/2022 10:45,697
29/12/2022 10:30,818
29/12/2022 10:15,776
29/12/2022 10:00,663
28/12/2022 21:15,826
28/12/2022 21:00,770
28/12/2022 20:45,845
28/12/2022 20:30,868
28/12/2022 20:15,705
28/12/2022 20:00,790
28/12/2022 19:45,658
28/12/2022 19:30,747
28/12/2022 19:15,768
28/12/2022 19:00,952
28/12/2022 18:45,675
28/12/2022 18:30,825
28/12/2022 18:15,896
28/12/2022 18:00,779
28/12/2022 17:45,1084
28/12/2022 17:30,795
28/12/2022 17:15,1044
28/12/2022 17:00,743
28/12/2022 16:45,826
28/12/2022 16:30,814
28/12/2022 16:15,1072
28/12/2022 16:00,774
28/12/2022 15:45,779
28/12/2022 15:30,832
28/12/2022 15:15,893
28/12/2022 15:00,839
28/12/2022 14:45,998
28/12/2022 14:30,762
28/12/2022 14:15,838
28/12/2022 14:00,643
28/12/2022 13:45,842
28/12/2022 13:30,1005
28/12/2022 13:15,753
28/12/2022 13:00,789
28/12/2022 12:45,838
28/12/2022 12:30,818
28/12/2022 12:15,887
28/12/2022 12:00,1056
28/12/2022 11:45,869
28/12/2022 11:30,925
28/12/2022 11:15,797
28/12/2022 11:00,764
28/12/2022 10:45,910
28/12/2022 10:30,698
28/12/2022 10:15,645
28/12/2022 10:00,622
27/12/2022 19:15,800
27/12/2022 19:00,977
27/12/2022 18:45,865
27/12/2022 18:30,831
27/12/2022 18:15,760
27/12/2022 18:00,850
27/12/2022 17:45,816
27/12/2022 17:30,873
27/12/2022 17:15,687
27/12/2022 17:00,692
27/12/2022 16:45,912
27/12/2022 16:30,1173
27/12/2022 16:15,1029
27/12/2022 16:00,819
27/12/2022 15:45,936
27/12/2022 15:30,938
27/12/2022 15:15,1050
27/12/2022 15:00,990
27/12/2022 14:45,1307
27/12/2022 14:30,783
27/12/2022 14:15,796
27/12/2022 14:00,1008
27/12/2022 13:45,807
27/12/2022 13:30,974
27/12/2022 13:15,1056
27/12/2022 13:00,851
27/12/2022 12:45,622
27/12/2022 12:30,1094
27/12/2022 12:15,1007
27/12/2022 12:00,788
27/12/2022 11:45,871
27/12/2022 11:30,778
27/12/2022 11:15,751
27/12/2022 11:00,825
26/12/2022 22:15,788
26/12/2022 22:00,727
26/12/2022 21:45,751
26/12/2022 21:30,794
26/12/2022 21:15,729
26/12/2022 21:00,698
26/12/2022 20:45,914
26/12/2022 20:30,731
26/12/2022 20:15,731
26/12/2022 20:00,759
26/12/2022 19:45,770
26/12/2022 19:30,810
26/12/2022 19:15,843
26/12/2022 19:00,873
26/12/2022 18:45,785
26/12/2022 18:30,698
26/12/2022 18:15,819
26/12/2022 18:00,1134
26/12/2022 17:45,774
26/12/2022 17:30,984
26/12/2022 17:15,891
26/12/2022 17:00,982
26/12/2022 16:45,837
26/12/2022 16:30,1003
26/12/2022 16:15,803
26/12/2022 16:00,822
26/12/2022 15:45,1072
26/12/2022 15:30,1157
26/12/2022 15:15,1222
26/12/2022 15:00,852
26/12/2022 14:45,913
26/12/2022 14:30,942
26/12/2022 14:15,809
26/12/2022 14:00,836
26/12/2022 13:45,953
26/12/2022 13:30,1025
26/12/2022 13:15,1026
26/12/2022 13:00,955
26/12/2022 12:45,908
26/12/2022 12:30,879
26/12/2022 12:15,945
26/12/2022 12:00,1094
26/12/2022 11:45,913
26/12/2022 11:30,832
26/12/2022 11:15,912
26/12/2022 11:00,1169
26/12/2022 10:45,834
26/12/2022 10:30,880
26/12/2022 10:15,890
26/12/2022 10:00,749
26/12/2022 9:45,884
26/12/2022 9:30,668
26/12/2022 9:15,809
26/12/2022 9:00,723
26/12/2022 8:45,870
26/12/2022 8:30,837
26/12/2022 8:15,860
26/12/2022 8:00,716
24/12/2022 18:00,752
24/12/2022 17:45,797
24/12/2022 17:30,931
24/12/2022 17:15,959
24/12/2022 17:00,1006
24/12/2022 16:45,895
24/12/2022 16:30,849
24/12/2022 16:15,1166
24/12/2022 16:00,738
24/12/2022 15:45,1017
24/12/2022 15:30,1210
24/12/2022 15:15,1013
24/12/2022 15:00,1021
24/12/2022 14:45,1094
24/12/2022 14:30,852
24/12/2022 14:15,965
24/12/2022 14:00,1060
24/12/2022 13:45,1121
24/12/2022 13:30,1113
24/12/2022 13:15,1365
24/12/2022 13:00,1018
24/12/2022 12:45,1380
24/12/2022 12:30,1166
24/12/2022 12:15,1049
24/12/2022 12:00,1206
24/12/2022 11:45,1072
24/12/2022 11:30,1191
24/12/2022 11:15,1097
24/12/2022 11:00,1206
24/12/2022 10:45,1178
24/12/2022 10:30,1181
24/12/2022 10:15,1008
24/12/2022 10:00,1095
24/12/2022 9:45,1041
24/12/2022 9:30,1067
24/12/2022 9:15,1171
24/12/2022 9:00,840
24/12/2022 8:45,1002
24/12/2022 8:30,902
24/12/2022 8:15,851
24/12/2022 8:00,767
24/12/2022 7:45,958
24/12/2022 7:30,976
24/12/2022 7:15,817
24/12/2022 1:45,875
24/12/2022 1:30,836
24/12/2022 1:15,1134
24/12/2022 1:00,1185
24/12/2022 0:45,1085
24/12/2022 0:30,1103
24/12/2022 0:15,919
23/12/2022 23:30,745
23/12/2022 23:15,852
23/12/2022 23:00,863
23/12/2022 22:45,1002
23/12/2022 22:30,853
23/12/2022 22:15,956
23/12/2022 22:00,784
23/12/2022 21:45,788
23/12/2022 21:30,976
23/12/2022 21:15,967
23/12/2022 21:00,850
23/12/2022 20:45,998
23/12/2022 20:30,1019
23/12/2022 20:15,1002
23/12/2022 20:00,1127
23/12/2022 19:45,995
23/12/2022 19:30,889
23/12/2022 19:15,1183
23/12/2022 19:00,957
23/12/2022 18:45,898
23/12/2022 18:30,1147
23/12/2022 18:15,1003
23/12/2022 18:00,967
23/12/2022 17:45,1019
23/12/2022 17:30,1380
23/12/2022 17:15,1166
23/12/2022 17:00,872
23/12/2022 16:45,1067
23/12/2022 16:30,1194
23/12/2022 16:15,1269
23/12/2022 16:00,1178
23/12/2022 15:45,1136
23/12/2022 15:30,1376
23/12/2022 15:15,1117
23/12/2022 15:00,1372
23/12/2022 14:45,1297
23/12/2022 14:30,1029
23/12/2022 14:15,1242
23/12/2022 14:00,1437
23/12/2022 13:45,1101
23/12/2022 13:30,1170
23/12/2022 13:15,1077
23/12/2022 13:00,1188
23/12/2022 12:45,1117
23/12/2022 12:30,1180
23/12/2022 12:15,1406
23/12/2022 12:00,1295
23/12/2022 11:45,940
23/12/2022 11:30,1082
23/12/2022 11:15,863
23/12/2022 11:00,1069
23/12/2022 10:45,1099
23/12/2022 10:30,898
23/12/2022 10:15,1108
23/12/2022 10:00,909
23/12/2022 9:45,913
23/12/2022 9:30,1283
23/12/2022 9:15,887
23/12/2022 9:00,884
23/12/2022 8:45,1079
23/12/2022 8:30,747
23/12/2022 8:15,888
22/12/2022 23:00,745
22/12/2022 22:45,848
22/12/2022 22:30,830
22/12/2022 22:15,859
22/12/2022 22:00,758
22/12/2022 21:45,948
22/12/2022 21:30,852
22/12/2022 21:15,983
22/12/2022 21:00,868
22/12/2022 20:45,1073
22/12/2022 20:30,1010
22/12/2022 20:15,948
22/12/2022 20:00,980
22/12/2022 19:45,957
22/12/2022 19:30,1098
22/12/2022 19:15,959
22/12/2022 19:00,1077
22/12/2022 18:45,1049
22/12/2022 18:30,926
22/12/2022 18:15,986
22/12/2022 18:00,972
22/12/2022 17:45,973
22/12/2022 17:30,1307
22/12/2022 17:15,1157
22/12/2022 17:00,1097
22/12/2022 16:45,1193
22/12/2022 16:30,1067
22/12/2022 16:15,1279
22/12/2022 16:00,1207
22/12/2022 15:45,989
22/12/2022 15:30,1176
22/12/2022 15:15,1314
22/12/2022 15:00,1206
22/12/2022 14:45,1157
22/12/2022 14:30,1317
22/12/2022 14:15,1288
22/12/2022 14:00,1117
22/12/2022 13:45,1204
22/12/2022 13:30,1319
22/12/2022 13:15,1216
22/12/2022 13:00,1374
22/12/2022 12:45,1062
22/12/2022 12:30,1169
22/12/2022 12:15,922
22/12/2022 12:00,1050
22/12/2022 11:45,1343
22/12/2022 11:30,1560
22/12/2022 11:15,912
22/12/2022 11:00,1119
22/12/2022 10:45,998
22/12/2022 10:30,912
22/12/2022 10:15,982
22/12/2022 10:00,1003
22/12/2022 9:45,873
22/12/2022 9:30,911
22/12/2022 9:15,791
22/12/2022 9:00,940
22/12/2022 8:45,884
22/12/2022 8:30,824
22/12/2022 8:15,720
21/12/2022 23:00,762
21/12/2022 22:30,775
21/12/2022 22:15,754
21/12/2022 22:00,842
21/12/2022 21:45,801
21/12/2022 21:30,831
21/12/2022 21:15,1025
21/12/2022 21:00,946
21/12/2022 20:45,951
21/12/2022 20:30,1099
21/12/2022 20:15,967
21/12/2022 20:00,1035
21/12/2022 19:45,993
21/12/2022 19:30,828
21/12/2022 19:15,996
21/12/2022 19:00,955
21/12/2022 18:45,1163
21/12/2022 18:30,1083
21/12/2022 18:15,953
21/12/2022 18:00,1168
21/12/2022 17:45,1232
21/12/2022 17:30,946
21/12/2022 17:15,953
21/12/2022 17:00,1348
21/12/2022 16:45,1217
21/12/2022 16:30,948
21/12/2022 16:15,1235
21/12/2022 16:00,1085
21/12/2022 15:45,1320
21/12/2022 15:30,1048
21/12/2022 15:15,1299
21/12/2022 15:00,1202
21/12/2022 14:45,1337
21/12/2022 14:30,1247
21/12/2022 14:15,1173
21/12/2022 14:00,1114
21/12/2022 13:45,1366
21/12/2022 13:30,1296
21/12/2022 13:15,1477
21/12/2022 13:00,1443
21/12/2022 12:45,1291
21/12/2022 12:30,1431
21/12/2022 12:15,1316
21/12/2022 12:00,957
21/12/2022 11:45,953
21/12/2022 11:30,1087
21/12/2022 11:15,1015
21/12/2022 11:00,984
21/12/2022 10:45,1028
21/12/2022 10:30,854
21/12/2022 10:15,1084
21/12/2022 10:00,903
21/12/2022 9:45,888
21/12/2022 9:30,894
21/12/2022 9:15,835
21/12/2022 9:00,900
21/12/2022 8:45,786
21/12/2022 8:15,734
20/12/2022 22:30,788
20/12/2022 22:15,785
20/12/2022 22:00,802
20/12/2022 21:45,751
20/12/2022 21:30,755
20/12/2022 21:15,782
20/12/2022 21:00,978
20/12/2022 20:45,813
20/12/2022 20:30,811
20/12/2022 20:15,823
20/12/2022 20:00,871
20/12/2022 19:45,895
20/12/2022 19:30,787
20/12/2022 19:15,820
20/12/2022 19:00,832
20/12/2022 18:45,988
20/12/2022 18:30,855
20/12/2022 18:15,991
20/12/2022 18:00,1143
20/12/2022 17:45,846
20/12/2022 17:30,1082
20/12/2022 17:15,797
20/12/2022 17:00,1018
20/12/2022 16:45,983
20/12/2022 16:30,1326
20/12/2022 16:15,1096
20/12/2022 16:00,1163
20/12/2022 15:45,1284
20/12/2022 15:30,1336
20/12/2022 15:15,1105
20/12/2022 15:00,1361
20/12/2022 14:45,1598
20/12/2022 14:30,1186
20/12/2022 14:15,1464
20/12/2022 14:00,1351
20/12/2022 13:45,962
20/12/2022 13:30,1415
20/12/2022 13:15,1144
20/12/2022 13:00,1434
20/12/2022 12:45,1352
20/12/2022 12:30,1374
20/12/2022 12:15,1030
20/12/2022 12:00,1136
20/12/2022 11:45,1214
20/12/2022 11:30,1164
20/12/2022 11:15,1455
20/12/2022 11:00,960
20/12/2022 10:45,964
20/12/2022 10:30,1159
20/12/2022 10:15,1045
20/12/2022 10:00,870
20/12/2022 9:45,813
20/12/2022 9:30,1067
20/12/2022 9:15,944
20/12/2022 9:00,756
19/12/2022 23:15,780
19/12/2022 22:45,751
19/12/2022 22:30,773
19/12/2022 22:15,823
19/12/2022 22:00,812
19/12/2022 21:45,939
19/12/2022 21:30,796
19/12/2022 21:15,800
19/12/2022 21:00,1097
19/12/2022 20:45,918
19/12/2022 20:30,830
19/12/2022 20:15,862
19/12/2022 20:00,1009
19/12/2022 19:45,883
19/12/2022 19:30,973
19/12/2022 19:15,775
19/12/2022 19:00,925
19/12/2022 18:45,1006
19/12/2022 18:30,961
19/12/2022 18:15,1052
19/12/2022 18:00,1000
19/12/2022 17:45,1114
19/12/2022 17:30,1000
19/12/2022 17:15,1197
19/12/2022 17:00,1108
19/12/2022 16:45,1031
19/12/2022 16:30,938
19/12/2022 16:15,1055
19/12/2022 16:00,1217
19/12/2022 15:45,947
19/12/2022 15:30,1182
19/12/2022 15:15,1275
19/12/2022 15:00,1014
19/12/2022 14:45,981
19/12/2022 14:30,1379
19/12/2022 14:15,1350
19/12/2022 14:00,908
19/12/2022 13:45,1407
19/12/2022 13:30,1247
19/12/2022 13:15,1096
19/12/2022 13:00,1832
19/12/2022 12:45,1383
19/12/2022 12:30,925
19/12/2022 12:15,1156
19/12/2022 12:00,1082
19/12/2022 11:45,1530
19/12/2022 11:30,1204
19/12/2022 11:15,1272
19/12/2022 11:00,1160
19/12/2022 10:45,1072
19/12/2022 10:30,1184
19/12/2022 10:15,990
19/12/2022 10:00,1252
19/12/2022 9:45,847
19/12/2022 9:30,991
19/12/2022 9:15,885
19/12/2022 9:00,841
18/12/2022 22:00,741
18/12/2022 21:45,968
18/12/2022 21:30,778
18/12/2022 21:15,937
18/12/2022 21:00,970
18/12/2022 20:45,908
18/12/2022 20:30,754
18/12/2022 20:15,831
18/12/2022 20:00,980
18/12/2022 19:45,751
18/12/2022 19:30,1038
18/12/2022 19:15,1022
18/12/2022 19:00,980
18/12/2022 18:45,1004
18/12/2022 18:30,858
18/12/2022 18:15,913
18/12/2022 18:00,1091
18/12/2022 17:45,991
18/12/2022 17:30,1045
18/12/2022 17:15,786
18/12/2022 17:00,1103
18/12/2022 16:45,1115
18/12/2022 16:30,1026
18/12/2022 16:15,1302
18/12/2022 16:00,1161
18/12/2022 15:45,1000
18/12/2022 15:30,1350
18/12/2022 15:15,1139
18/12/2022 15:00,1079
18/12/2022 14:45,999
18/12/2022 14:30,999
18/12/2022 14:15,1168
18/12/2022 14:00,881
18/12/2022 13:45,996
18/12/2022 13:30,1023
18/12/2022 13:15,1126
18/12/2022 13:00,1196
18/12/2022 12:45,1079
18/12/2022 12:30,1143
18/12/2022 12:15,1003
18/12/2022 12:00,1175
18/12/2022 11:45,1133
18/12/2022 11:30,989
18/12/2022 11:15,911
18/12/2022 11:00,945
18/12/2022 10:45,876
18/12/2022 10:30,1025
18/12/2022 10:15,953
18/12/2022 10:00,903
18/12/2022 9:45,965
18/12/2022 9:30,705
18/12/2022 9:15,932
17/12/2022 22:00,739
17/12/2022 21:45,828
17/12/2022 21:30,780
17/12/2022 21:15,844
17/12/2022 21:00,907
17/12/2022 20:45,931
17/12/2022 20:30,831
17/12/2022 20:15,962
17/12/2022 20:00,980
17/12/2022 19:45,1048
17/12/2022 19:30,1108
17/12/2022 19:15,1059
17/12/2022 19:00,1070
17/12/2022 18:45,848
17/12/2022 18:30,753
17/12/2022 18:15,1159
17/12/2022 18:00,917
17/12/2022 17:45,796
17/12/2022 17:30,906
17/12/2022 17:15,832
17/12/2022 17:00,919
17/12/2022 16:45,847
17/12/2022 16:30,892
17/12/2022 16:15,1069
17/12/2022 16:00,827
17/12/2022 15:45,896
17/12/2022 15:30,994
17/12/2022 15:15,929
17/12/2022 15:00,1020
17/12/2022 14:45,1083
17/12/2022 14:30,907
17/12/2022 14:15,1082
17/12/2022 14:00,1107
17/12/2022 13:45,1104
17/12/2022 13:30,781
17/12/2022 13:15,1150
17/12/2022 13:00,1169
17/12/2022 12:45,1037
17/12/2022 12:30,996
17/12/2022 12:15,1151
17/12/2022 12:00,1104
17/12/2022 11:45,884
17/12/2022 11:30,1128
17/12/2022 11:15,980
17/12/2022 11:00,1014
17/12/2022 10:45,931
17/12/2022 10:30,811
17/12/2022 10:15,813
17/12/2022 10:00,741
17/12/2022 9:45,795
17/12/2022 9:30,862
17/12/2022 9:15,840
16/12/2022 22:15,746
16/12/2022 22:00,772
16/12/2022 21:45,700
16/12/2022 21:30,836
16/12/2022 21:15,945
16/12/2022 21:00,748
16/12/2022 20:45,848
16/12/2022 20:30,874
16/12/2022 20:15,878
16/12/2022 20:00,1075
16/12/2022 19:45,882
16/12/2022 19:30,771
16/12/2022 19:15,833
16/12/2022 19:00,988
16/12/2022 18:45,986
16/12/2022 18:30,928
16/12/2022 18:15,868
16/12/2022 18:00,797
16/12/2022 17:45,819
16/12/2022 17:30,1114
16/12/2022 17:15,996
16/12/2022 17:00,1103
16/12/2022 16:45,878
16/12/2022 16:30,850
16/12/2022 16:15,923
16/12/2022 16:00,986
16/12/2022 15:45,926
16/12/2022 15:30,981
16/12/2022 15:15,1066
16/12/2022 15:00,933
16/12/2022 14:45,1061
16/12/2022 14:30,921
16/12/2022 14:15,1014
16/12/2022 14:00,901
16/12/2022 13:45,948
16/12/2022 13:30,828
16/12/2022 13:15,1012
16/12/2022 13:00,1344
16/12/2022 12:45,1019
16/12/2022 12:30,1246
16/12/2022 12:15,1055
16/12/2022 12:00,939
16/12/2022 11:45,1057
16/12/2022 11:30,1266
16/12/2022 11:15,710
16/12/2022 11:00,843
16/12/2022 10:45,804
16/12/2022 10:30,791
16/12/2022 10:15,881
16/12/2022 10:00,1034
16/12/2022 9:45,766
16/12/2022 9:30,722
16/12/2022 9:00,773
15/12/2022 21:45,766
15/12/2022 21:30,794
15/12/2022 21:15,884
15/12/2022 21:00,926
15/12/2022 20:45,837
15/12/2022 20:30,970
15/12/2022 20:15,762
15/12/2022 20:00,913
15/12/2022 19:45,1007
15/12/2022 19:30,841
15/12/2022 19:15,808
15/12/2022 19:00,989
15/12/2022 18:45,923
15/12/2022 18:30,816
15/12/2022 18:15,778
15/12/2022 18:00,1083
15/12/2022 17:45,978
15/12/2022 17:30,841
15/12/2022 17:15,914
15/12/2022 17:00,926
15/12/2022 16:45,853
15/12/2022 16:30,880
15/12/2022 16:15,852
15/12/2022 16:00,896
15/12/2022 15:45,1083
15/12/2022 15:30,891
15/12/2022 15:15,1044
15/12/2022 15:00,1119
15/12/2022 14:45,1022
15/12/2022 14:30,913
15/12/2022 14:15,1272
15/12/2022 14:00,1141
15/12/2022 13:45,950
15/12/2022 13:30,1056
15/12/2022 13:15,1005
15/12/2022 13:00,991
15/12/2022 12:45,1040
15/12/2022 12:30,1158
15/12/2022 12:15,934
15/12/2022 12:00,1117
15/12/2022 11:45,1149
15/12/2022 11:30,1071
15/12/2022 11:15,1132
15/12/2022 11:00,875
15/12/2022 10:45,870
15/12/2022 10:30,1200
15/12/2022 10:15,943
15/12/2022 10:00,956
15/12/2022 9:45,751
15/12/2022 9:30,766
15/12/2022 9:15,823
15/12/2022 8:45,751
14/12/2022 22:00,720
14/12/2022 21:30,882
14/12/2022 21:15,811
14/12/2022 21:00,848
14/12/2022 20:45,889
14/12/2022 20:30,817
14/12/2022 20:15,819
14/12/2022 20:00,824
14/12/2022 19:45,876
14/12/2022 19:30,830
14/12/2022 19:15,753
14/12/2022 19:00,912
14/12/2022 18:45,932
14/12/2022 18:30,784
14/12/2022 18:15,1099
14/12/2022 18:00,773
14/12/2022 17:45,859
14/12/2022 17:30,905
14/12/2022 17:15,785
14/12/2022 17:00,875
14/12/2022 16:45,810
14/12/2022 16:30,861
14/12/2022 16:15,758
14/12/2022 16:00,968
14/12/2022 15:45,1036
14/12/2022 15:30,797
14/12/2022 15:15,836
14/12/2022 15:00,889
14/12/2022 14:45,1083
14/12/2022 14:30,1027
14/12/2022 14:15,876
14/12/2022 14:00,1043
14/12/2022 13:45,989
14/12/2022 13:30,1318
14/12/2022 13:15,811
14/12/2022 13:00,937
14/12/2022 12:45,1111
14/12/2022 12:30,1181
14/12/2022 12:15,990
14/12/2022 12:00,753
14/12/2022 11:45,1063
14/12/2022 11:30,1227
14/12/2022 11:15,998
14/12/2022 11:00,799
14/12/2022 10:45,848
14/12/2022 10:30,763
14/12/2022 10:15,853
14/12/2022 10:00,922
14/12/2022 9:45,923
14/12/2022 9:15,809
13/12/2022 21:15,730
13/12/2022 20:45,807
13/12/2022 20:30,777
13/12/2022 20:00,812
13/12/2022 19:45,798
13/12/2022 19:30,825
13/12/2022 19:15,729
13/12/2022 19:00,791
13/12/2022 18:45,843
13/12/2022 18:30,903
13/12/2022 18:15,872
13/12/2022 18:00,902
13/12/2022 17:45,993
13/12/2022 17:30,807
13/12/2022 17:15,902
13/12/2022 17:00,1054
13/12/2022 16:45,837
13/12/2022 16:30,738
13/12/2022 16:15,923
13/12/2022 16:00,1051
13/12/2022 15:45,884
13/12/2022 15:30,1118
13/12/2022 15:15,1466
13/12/2022 15:00,1115
13/12/2022 14:45,946
13/12/2022 14:30,1195
13/12/2022 14:15,951
13/12/2022 14:00,834
13/12/2022 13:45,1010
13/12/2022 13:30,935
13/12/2022 13:15,869
13/12/2022 13:00,1261
13/12/2022 12:45,1358
13/12/2022 12:30,1153
13/12/2022 12:15,968
13/12/2022 12:00,1038
13/12/2022 11:45,1057
13/12/2022 11:30,999
13/12/2022 11:15,1280
13/12/2022 11:00,1111
13/12/2022 10:45,869
13/12/2022 10:30,1068
13/12/2022 10:15,766
13/12/2022 10:00,850
12/12/2022 22:00,736
12/12/2022 21:45,752
12/12/2022 21:30,808
12/12/2022 21:15,878
12/12/2022 21:00,782
12/12/2022 20:45,838
12/12/2022 20:30,759
12/12/2022 20:15,852
12/12/2022 20:00,735
12/12/2022 19:45,800
12/12/2022 19:30,839
12/12/2022 19:15,747
12/12/2022 19:00,877
12/12/2022 18:45,886
12/12/2022 18:30,759
12/12/2022 18:15,822
12/12/2022 18:00,836
12/12/2022 17:45,819
12/12/2022 17:30,939
12/12/2022 17:15,845
12/12/2022 17:00,1067
12/12/2022 16:45,807
12/12/2022 16:30,1242
12/12/2022 16:15,855
12/12/2022 16:00,1141
12/12/2022 15:45,938
12/12/2022 15:30,1101
12/12/2022 15:15,870
12/12/2022 15:00,1143
12/12/2022 14:45,929
12/12/2022 14:30,1015
12/12/2022 14:15,1037
12/12/2022 14:00,946
12/12/2022 13:45,862
12/12/2022 13:30,1362
12/12/2022 13:15,1348
12/12/2022 13:00,990
12/12/2022 12:45,966
12/12/2022 12:30,885
12/12/2022 12:15,1278
12/12/2022 12:00,1351
12/12/2022 11:45,988
12/12/2022 11:30,1109
12/12/2022 11:15,1029
12/12/2022 11:00,895
12/12/2022 10:45,943
12/12/2022 10:30,725
12/12/2022 10:15,918
12/12/2022 10:00,1003
12/12/2022 9:45,836
12/12/2022 9:30,793
12/12/2022 9:15,740
11/12/2022 22:15,750
11/12/2022 22:00,732
11/12/2022 21:45,881
11/12/2022 21:30,758
11/12/2022 21:15,782
11/12/2022 21:00,903
11/12/2022 20:45,774
11/12/2022 20:30,876
11/12/2022 20:15,896
11/12/2022 20:00,749
11/12/2022 19:45,808
11/12/2022 19:30,955
11/12/2022 19:15,955
11/12/2022 19:00,745
11/12/2022 18:45,760
11/12/2022 18:30,805
11/12/2022 18:15,789
11/12/2022 18:00,848
11/12/2022 17:45,980
11/12/2022 17:30,832
11/12/2022 17:15,908
11/12/2022 17:00,823
11/12/2022 16:45,900
11/12/2022 16:30,888
11/12/2022 16:15,939
11/12/2022 16:00,943
11/12/2022 15:45,832
11/12/2022 15:30,1095
11/12/2022 15:15,884
11/12/2022 15:00,1069
11/12/2022 14:45,939
11/12/2022 14:30,893
11/12/2022 14:15,974
11/12/2022 14:00,989
11/12/2022 13:45,1047
11/12/2022 13:30,888
11/12/2022 13:15,1110
11/12/2022 13:00,1108
11/12/2022 12:45,1109
11/12/2022 12:30,1077
11/12/2022 12:15,1142
11/12/2022 12:00,993
11/12/2022 11:45,978
11/12/2022 11:30,1136
11/12/2022 11:15,775
11/12/2022 11:00,1038
11/12/2022 10:45,1224
11/12/2022 10:30,827
11/12/2022 10:15,881
11/12/2022 10:00,748
11/12/2022 9:30,763
10/12/2022 21:45,846
10/12/2022 21:30,764
10/12/2022 21:00,769
10/12/2022 20:45,900
10/12/2022 20:30,834
10/12/2022 20:15,748
10/12/2022 20:00,762
10/12/2022 19:45,826
10/12/2022 19:30,767
10/12/2022 19:15,864
10/12/2022 19:00,775
10/12/2022 18:45,861
10/12/2022 18:30,758
10/12/2022 18:15,716
10/12/2022 18:00,809
10/12/2022 17:45,899
10/12/2022 17:30,930
10/12/2022 17:15,854
10/12/2022 17:00,897
10/12/2022 16:45,858
10/12/2022 16:30,723
10/12/2022 16:15,846
10/12/2022 16:00,1120
10/12/2022 15:45,832
10/12/2022 15:30,739
10/12/2022 15:15,770
10/12/2022 15:00,954
10/12/2022 14:45,990
10/12/2022 14:30,782
10/12/2022 14:15,1136
10/12/2022 14:00,789
10/12/2022 13:45,989
10/12/2022 13:30,1025
10/12/2022 13:15,824
10/12/2022 13:00,887
10/12/2022 12:45,1037
10/12/2022 12:30,1064
10/12/2022 12:15,742
10/12/2022 12:00,1303
10/12/2022 11:45,696
10/12/2022 11:30,853
10/12/2022 11:15,913
10/12/2022 11:00,846
10/12/2022 10:45,909
10/12/2022 10:30,1025
10/12/2022 10:15,665
10/12/2022 10:00,753
